scenario_id,label_detection,label_pipe,group,P2_mae,P2_rmse,P2_r2,P3_mae,P3_rmse,P3_r2,P5_mae,P5_rmse,P5_r2,P6_mae,P6_rmse,P6_r2,Q2a_mae,Q2a_rmse,Q2a_r2,Q4a_mae,Q4a_rmse,Q4a_r2,Q5a_mae,Q5a_rmse,Q5a_r2
scenario_00423,1,3,pipe-3,8e-06,1.6e-05,1.0,0.426999,0.523413,-0.694712,0.618101,0.756848,-1.402617,0.588012,0.721448,-0.916218,0.000351,0.000431,-1.699822,0.000123,0.000151,0.0,0.000117,0.000144,-81.037994
scenario_00424,1,3,pipe-3,1e-05,1.5e-05,1.0,0.419375,0.511264,0.097899,0.672475,0.746108,0.213886,0.75241,0.846772,-0.949065,0.000329,0.000403,-0.845096,0.000128,0.000143,-7.099169,0.000145,0.000162,-28.391993
scenario_00425,1,3,pipe-3,4e-06,7e-06,1.0,0.426139,0.522331,-0.766095,0.608819,0.741172,-1.478446,0.606531,0.740988,-1.379554,0.000351,0.000431,-1.847826,0.000122,0.000148,-93647.632812,0.000121,0.000148,-1184.401611
scenario_00426,1,3,pipe-3,1.3e-05,2.4e-05,1.0,0.453581,0.558183,0.673853,0.787212,1.10635,0.867817,1.120246,1.456635,0.173676,0.000329,0.000404,0.49364,0.000134,0.000175,0.644027,0.000206,0.000264,-13.740678
scenario_00427,1,3,pipe-3,0.005791,0.020013,0.941168,0.390779,0.486347,-0.585528,0.685582,0.858557,-2.693821,0.685426,0.862776,-2.530876,0.000326,0.000404,-1.591325,0.000126,0.000153,-1113.750122,0.000126,0.000154,0.0
scenario_00428,1,3,pipe-3,1.7e-05,2.3e-05,1.0,0.463818,0.542605,0.009393,1.181416,1.329069,-0.381966,1.386457,1.70061,0.712975,0.000366,0.00043,-1.011441,0.000221,0.000246,-23.740938,0.000236,0.000271,0.328023
scenario_00429,1,3,pipe-3,4e-06,6e-06,1.0,0.070319,0.081268,0.349261,0.209932,0.244519,-0.421498,0.165154,0.207413,0.222018,6.1e-05,7e-05,0.069618,4.4e-05,5e-05,-14233.352539,3.4e-05,4.2e-05,-4.224919
scenario_00430,1,3,pipe-3,7e-06,1e-05,1.0,0.06204,0.074977,0.943565,0.356503,0.509051,0.75416,0.427456,0.489616,0.103252,4.9e-05,6e-05,0.914729,6.9e-05,9.6e-05,0.252226,8.6e-05,9.7e-05,-27.523527
scenario_00431,1,3,pipe-3,8e-06,1.1e-05,1.0,0.065723,0.077453,0.893825,0.353628,0.43698,0.789481,0.437406,0.515797,-0.295046,5.4e-05,6.3e-05,0.834898,6.9e-05,8.4e-05,0.342858,8.9e-05,0.000103,-10.129879
scenario_00432,1,3,pipe-3,1.7e-05,2.4e-05,1.0,0.054596,0.069423,0.981729,0.440294,0.50392,0.74745,0.334116,0.400041,0.767214,4.4e-05,5.6e-05,0.96761,8.6e-05,9.8e-05,0.236307,6.7e-05,7.8e-05,-0.95867
scenario_00433,1,3,pipe-3,3e-06,6e-06,1.0,0.065262,0.079912,-0.187958,0.126333,0.154014,-0.752606,0.138385,0.169265,-1.518838,5.6e-05,6.9e-05,-1.02969,2.7e-05,3.3e-05,-59.517101,2.9e-05,3.6e-05,0.0
scenario_00434,1,3,pipe-3,1e-05,1.3e-05,1.0,0.148418,0.193845,0.980613,0.667957,0.934245,0.804217,0.851093,1.459671,0.86756,0.000111,0.000139,0.96671,0.000112,0.00015,-42.992443,0.000148,0.000237,0.486136
scenario_00435,1,3,pipe-3,5e-06,6e-06,1.0,0.065218,0.07991,0.041029,0.128188,0.153492,-0.744911,0.139715,0.169489,-1.205592,5.6e-05,6.9e-05,-0.494969,2.7e-05,3.2e-05,-575.324219,3e-05,3.6e-05,0.0
scenario_00436,1,3,pipe-3,6e-06,1e-05,1.0,0.071433,0.085828,0.710065,0.258283,0.296446,0.279408,0.316435,0.377519,-0.565649,5.9e-05,7.1e-05,0.452145,5.3e-05,6.1e-05,-1.660013,6.6e-05,7.8e-05,-9.333323
scenario_00437,1,3,pipe-3,2e-06,5e-06,1.0,0.06529,0.08,0.315359,0.143233,0.177033,-0.596227,0.113144,0.145427,0.422044,5.6e-05,6.9e-05,-0.09332,3e-05,3.7e-05,0.0,2.4e-05,3.1e-05,-2.761262
scenario_00438,1,3,pipe-3,9e-06,2e-05,1.0,0.062382,0.074005,0.973316,0.248756,0.268168,0.863493,0.281187,0.32018,0.581595,5.1e-05,6.1e-05,0.947238,4.9e-05,5.3e-05,-0.121676,5.5e-05,6.3e-05,-3.522412
scenario_00439,1,3,pipe-3,2e-06,6e-06,1.0,0.065045,0.079716,0.146122,0.134549,0.160872,-0.825683,0.13226,0.160883,-0.506179,5.6e-05,6.9e-05,-0.429014,2.8e-05,3.4e-05,-4925.806641,2.8e-05,3.4e-05,-61.429173
scenario_00440,1,3,pipe-3,1.2e-05,1.9e-05,1.0,0.049588,0.06368,0.9915,0.827449,1.380342,0.752735,0.66038,0.897445,0.522067,3.8e-05,4.8e-05,0.986492,0.000134,0.000213,0.473543,0.000126,0.000168,-5.01849
scenario_00442,1,3,pipe-3,1.6e-05,2.2e-05,1.0,0.079129,0.091933,0.983863,0.739641,1.084561,0.352495,1.011538,1.557248,0.796925,6.3e-05,7.2e-05,0.970071,0.000138,0.000198,-15.059958,0.000164,0.000236,0.489199
scenario_00441,1,3,pipe-3,3e-06,6e-06,1.0,0.065168,0.079844,-0.004925,0.138331,0.161922,-1.741958,0.138175,0.165562,-1.364719,5.6e-05,6.9e-05,-0.675826,2.9e-05,3.4e-05,-54.743389,2.9e-05,3.5e-05,0.0
scenario_00443,1,3,pipe-3,7e-06,1.1e-05,1.0,0.174005,0.207849,-0.518604,0.403412,0.448236,-2.140394,0.358634,0.396622,-0.749685,0.000146,0.000174,-1.197883,8.3e-05,9.2e-05,-47887.183594,7.3e-05,8.1e-05,-18.393101
scenario_00444,1,3,pipe-3,7e-06,1.1e-05,1.0,0.172219,0.209621,0.762843,0.258877,0.36718,0.900326,0.636262,0.731031,-0.167569,0.000134,0.000163,0.645252,5e-05,7e-05,0.597528,0.000125,0.000142,-59.978626
scenario_00445,1,3,pipe-3,1e-05,1.5e-05,1.0,0.176849,0.213004,0.630752,0.286279,0.347403,0.896168,0.64513,0.761853,-0.732434,0.00014,0.000169,0.439062,5.7e-05,6.9e-05,0.560431,0.000128,0.000149,-22.44467
scenario_00446,1,3,pipe-3,1.9e-05,2.9e-05,1.0,0.158797,0.196347,0.894367,0.482888,0.562182,0.712997,0.508325,0.575264,0.636885,0.000123,0.000153,0.813199,9.6e-05,0.000109,0.055862,9.6e-05,0.000108,-2.742037
scenario_00447,1,3,pipe-3,4e-06,7e-06,1.0,0.169306,0.207403,-0.085434,0.320924,0.391747,-0.82689,0.332977,0.407134,-1.077633,0.000142,0.000175,-0.75018,6.6e-05,8.1e-05,-374.140686,6.9e-05,8.4e-05,0.0
scenario_00448,1,3,pipe-3,9e-06,1.2e-05,1.0,0.253746,0.268696,0.956932,0.854759,1.004883,0.739843,1.035307,1.499317,0.84917,0.000197,0.000208,0.911211,0.00015,0.000168,-54.186066,0.000186,0.000247,0.44098
scenario_00449,1,3,pipe-3,6e-06,1.1e-05,1.0,0.169273,0.207413,0.013174,0.322854,0.391422,-0.782542,0.334382,0.407539,-0.957114,0.000142,0.000175,-0.538486,6.7e-05,8.1e-05,-3592.897217,6.9e-05,8.4e-05,0.0
scenario_00450,1,3,pipe-3,4e-06,9e-06,1.0,0.181377,0.220491,0.17517,0.459513,0.524972,-1.178723,0.517665,0.601994,-1.652784,0.000147,0.000179,-0.372792,9.3e-05,0.000106,-6.953008,0.000105,0.000122,-24.074638
scenario_00451,1,3,pipe-3,8e-06,1.2e-05,1.0,0.16963,0.207871,0.127425,0.338248,0.414453,-0.741239,0.30816,0.379726,-0.164604,0.000142,0.000174,-0.370979,7e-05,8.6e-05,0.0,6.4e-05,7.8e-05,-23.415129
scenario_00452,1,3,pipe-3,6e-06,1e-05,1.0,0.16016,0.195555,0.822546,0.386377,0.430431,0.681351,0.466311,0.51845,0.00917,0.000128,0.000157,0.639792,7.5e-05,8.5e-05,-1.843745,9.2e-05,0.000101,-10.563339
scenario_00453,1,3,pipe-3,2e-06,4e-06,1.0,0.169236,0.207384,0.055016,0.329274,0.398812,-0.815681,0.326987,0.39864,-0.69647,0.000142,0.000174,-0.513779,6.8e-05,8.2e-05,-29075.228516,6.8e-05,8.2e-05,-366.929596
scenario_00454,1,3,pipe-3,1.2e-05,2.2e-05,1.0,0.166099,0.204763,0.935214,0.810604,1.233335,0.820302,0.824687,1.116533,0.404255,0.000123,0.000151,0.899726,0.000134,0.000189,0.583,0.000156,0.000207,-8.057106
scenario_00455,1,3,pipe-3,4e-06,9e-06,1.0,0.169107,0.207213,-0.004998,0.332853,0.399264,-1.147008,0.332697,0.403331,-1.01013,0.000142,0.000175,-0.610465,6.9e-05,8.3e-05,-323.362122,6.9e-05,8.4e-05,0.0
scenario_00456,1,3,pipe-3,1.6e-05,2.2e-05,1.0,0.191937,0.214757,0.886315,0.897484,1.153789,0.120192,1.154977,1.591905,0.768979,0.000153,0.000172,0.771857,0.000167,0.000213,-17.467636,0.000193,0.000245,0.4494
scenario_00457,1,3,pipe-3,3.7e-05,0.000103,0.999997,0.320208,0.386327,-0.388976,0.677931,0.770763,-1.978819,0.633681,0.71606,-1.108794,0.00026,0.000313,-1.087118,0.000136,0.000154,-133340.140625,0.000126,0.000142,-58.5187
scenario_00458,1,3,pipe-3,1.4e-05,2.3e-05,1.0,0.325756,0.398428,0.566951,0.340078,0.425086,0.904438,0.931844,1.085594,-0.394202,0.000245,0.0003,0.360983,6.5e-05,8.1e-05,0.458995,0.000178,0.000205,-125.266869
scenario_00460,1,3,pipe-3,0.008015,0.027716,0.973138,0.343543,0.401247,0.717663,0.798606,0.95551,0.328103,0.813367,0.902054,0.396442,0.000253,0.000298,0.522969,0.000134,0.000158,-0.965368,0.000141,0.000159,-7.077168
scenario_00459,1,3,pipe-3,1.3e-05,1.9e-05,1.0,0.33167,0.403394,0.407408,0.385209,0.491415,0.852413,0.939046,1.116858,-0.968221,0.000255,0.000309,0.115229,7.1e-05,9.4e-05,0.17824,0.00018,0.000213,-46.467487
scenario_00461,1,3,pipe-3,5e-06,1.3e-05,1.0,0.315087,0.386457,-0.054903,0.597516,0.730553,-0.847704,0.609566,0.745925,-0.9749,0.000256,0.000314,-0.655005,0.000119,0.000146,-1213.658569,0.000122,0.000149,0.0
scenario_00462,1,3,pipe-3,1.1e-05,1.4e-05,1.0,0.401414,0.420714,0.870258,1.119315,1.176134,0.564521,1.299863,1.610591,0.805676,0.000312,0.000331,0.71284,0.000202,0.000207,-82.57785,0.000237,0.000273,0.317219
scenario_00463,1,3,pipe-3,7e-06,1.4e-05,1.0,0.315197,0.386634,-0.001162,0.599415,0.730204,-0.815825,0.610943,0.746336,-0.909574,0.000256,0.000314,-0.540603,0.00012,0.000146,-11651.189453,0.000122,0.000149,0.0
scenario_00464,1,3,pipe-3,5e-06,9e-06,1.0,0.334734,0.408571,-0.020114,0.744862,0.86619,-2.040137,0.803013,0.93977,-1.808684,0.000262,0.00032,-0.607635,0.000146,0.000168,-19.197746,0.000158,0.000184,-56.028126
scenario_00465,1,3,pipe-3,6e-06,1.2e-05,1.0,0.315872,0.387531,0.061368,0.615335,0.753487,-0.79655,0.585245,0.718114,-0.462197,0.000256,0.000314,-0.447593,0.000123,0.00015,0.0,0.000116,0.000143,-80.202003
scenario_00466,1,3,pipe-3,9e-06,1.3e-05,1.0,0.305314,0.372819,0.517917,0.669938,0.742732,0.283867,0.749872,0.84441,-0.693036,0.000237,0.00029,0.038628,0.000128,0.000142,-7.009933,0.000144,0.000161,-28.1012
scenario_00467,1,3,pipe-3,3e-06,6e-06,1.0,0.315089,0.38654,0.022538,0.606163,0.737948,-0.835065,0.603878,0.737778,-0.772267,0.000256,0.000314,-0.525708,0.000121,0.000147,-92719.578125,0.000121,0.000147,-1172.650391
scenario_00468,1,3,pipe-3,1e-05,1.6e-05,1.0,0.327636,0.404525,0.827944,0.78556,1.106797,0.87308,1.117709,1.454152,0.242733,0.000234,0.000289,0.740482,0.000134,0.000175,0.643873,0.000205,0.000263,-13.662127
scenario_00469,1,3,pipe-3,6e-06,1.5e-05,1.0,0.314706,0.386061,-0.009834,0.609381,0.737867,-1.009893,0.609224,0.742071,-0.93837,0.000256,0.000314,-0.578186,0.000122,0.000147,-1030.033081,0.000122,0.000148,0.0
scenario_00470,1,3,pipe-3,1.1e-05,1.6e-05,1.0,0.349654,0.403993,0.452825,1.176072,1.324176,-0.460995,1.381112,1.698442,0.703213,0.000272,0.000315,-0.075011,0.00022,0.000245,-23.629808,0.000235,0.000271,0.330248
scenario_00471,1,3,pipe-3,6e-06,1e-05,1.0,0.047684,0.053983,0.712607,0.209155,0.243818,-0.432039,0.164376,0.206857,0.233615,4.1e-05,4.6e-05,0.592505,4.4e-05,5e-05,-14145.767578,3.4e-05,4.2e-05,-4.193815
scenario_00472,1,3,pipe-3,9e-06,1.1e-05,1.0,0.037187,0.045363,0.979292,0.3566,0.509063,0.759418,0.427113,0.489411,0.146944,3e-05,3.6e-05,0.96883,6.9e-05,9.6e-05,0.250302,8.6e-05,9.7e-05,-27.43285
scenario_00473,1,3,pipe-3,6e-06,7e-06,1.0,0.04095,0.047975,0.959124,0.353903,0.437265,0.793697,0.436823,0.51515,-0.239743,3.3e-05,3.9e-05,0.936655,6.9e-05,8.4e-05,0.341105,8.8e-05,0.000103,-10.089679
scenario_00474,1,3,pipe-3,1.9e-05,2.7e-05,1.0,0.040724,0.04831,0.991143,0.439522,0.5034,0.749107,0.334304,0.400273,0.771852,3.2e-05,3.8e-05,0.984923,8.6e-05,9.8e-05,0.236308,6.7e-05,7.8e-05,-0.954979
scenario_00475,1,3,pipe-3,1e-06,3e-06,1.0,0.042482,0.052042,0.490501,0.125827,0.153408,-0.375619,0.13788,0.168653,-0.925572,3.7e-05,4.5e-05,0.135408,2.7e-05,3.2e-05,-58.908073,2.9e-05,3.6e-05,0.0
scenario_00476,1,3,pipe-3,1e-05,1.4e-05,1.0,0.127013,0.185673,0.982228,0.666442,0.933843,0.802174,0.8498,1.459443,0.866775,9.2e-05,0.000131,0.97067,0.000111,0.00015,-42.951553,0.000148,0.000236,0.486283
scenario_00477,1,3,pipe-3,4e-06,7e-06,1.0,0.042391,0.051988,0.589888,0.127728,0.152943,-0.356534,0.139256,0.16894,-0.707608,3.7e-05,4.5e-05,0.365337,2.7e-05,3.2e-05,-569.516296,2.9e-05,3.6e-05,0.0
scenario_00478,1,3,pipe-3,6e-06,9e-06,1.0,0.047706,0.056792,0.872765,0.257489,0.295618,0.270246,0.315641,0.376685,-0.536698,4e-05,4.7e-05,0.761098,5.3e-05,6.1e-05,-1.646677,6.5e-05,7.8e-05,-9.29363
scenario_00479,1,3,pipe-3,3e-06,8e-06,1.0,0.042563,0.052187,0.706176,0.142611,0.176281,-0.298599,0.112521,0.144681,0.496807,3.7e-05,4.5e-05,0.534135,3e-05,3.7e-05,0.0,2.4e-05,3.1e-05,-2.723346
scenario_00480,1,3,pipe-3,1e-05,1.8e-05,1.0,0.04446,0.051114,0.987272,0.247919,0.267325,0.864505,0.280863,0.319716,0.580684,3.6e-05,4.2e-05,0.974627,4.9e-05,5.3e-05,-0.118535,5.5e-05,6.3e-05,-3.50512
scenario_00481,1,3,pipe-3,2e-06,4e-06,1.0,0.042371,0.051971,0.6335,0.133915,0.160095,-0.424,0.131627,0.160112,-0.205213,3.7e-05,4.5e-05,0.390764,2.8e-05,3.4e-05,-4878.210938,2.8e-05,3.4e-05,-60.82795
scenario_00482,1,3,pipe-3,1e-05,1.3e-05,1.0,0.023545,0.035423,0.997367,0.8277,1.381031,0.754621,0.660055,0.896816,0.531577,1.8e-05,2.7e-05,0.995804,0.000134,0.000213,0.473078,0.000126,0.000168,-5.009753
scenario_00483,1,3,pipe-3,4e-06,9e-06,1.0,0.042384,0.05197,0.569727,0.137856,0.161361,-1.059522,0.137699,0.164997,-0.806458,3.7e-05,4.5e-05,0.287504,2.9e-05,3.4e-05,-54.214481,2.9e-05,3.5e-05,0.0
scenario_00484,1,3,pipe-3,1.7e-05,2.3e-05,1.0,0.055555,0.073559,0.98968,0.738791,1.084096,0.342788,1.011467,1.557289,0.795449,4.4e-05,5.5e-05,0.982426,0.000138,0.000198,-15.053856,0.000164,0.000236,0.489278
scenario_00485,1,3,pipe-3,8e-06,1.1e-05,1.0,0.115547,0.136513,0.336289,0.401505,0.446057,-1.582685,0.356729,0.394545,-0.4719,9.6e-05,0.000114,0.056594,8.3e-05,9.2e-05,-47392.101562,7.3e-05,8.1e-05,-18.170744
scenario_00486,1,3,pipe-3,1.1e-05,1.4e-05,1.0,0.10837,0.132149,0.905255,0.258749,0.366382,0.906058,0.635276,0.730265,-0.046986,8.4e-05,0.000102,0.860233,5e-05,7e-05,0.596139,0.000125,0.000142,-59.622803
scenario_00487,1,3,pipe-3,1e-05,1.3e-05,1.0,0.113183,0.135523,0.849459,0.285103,0.346786,0.902203,0.643606,0.760152,-0.545393,8.9e-05,0.000107,0.774598,5.6e-05,6.9e-05,0.560351,0.000128,0.000149,-22.294537
scenario_00488,1,3,pipe-3,1.6e-05,2.5e-05,1.0,0.098494,0.124567,0.957353,0.480387,0.560498,0.721982,0.50804,0.576431,0.656209,7.6e-05,9.7e-05,0.925135,9.6e-05,0.000109,0.05921,9.6e-05,0.000108,-2.718983
scenario_00489,1,3,pipe-3,5e-06,1e-05,1.0,0.110648,0.135658,0.530488,0.319554,0.390083,-0.408959,0.331607,0.405458,-0.591108,9.2e-05,0.000113,0.256003,6.6e-05,8.1e-05,-370.358521,6.9e-05,8.4e-05,0.0
scenario_00490,1,3,pipe-3,1.2e-05,1.5e-05,1.0,0.197015,0.221947,0.97068,0.850956,1.002893,0.733007,1.031504,1.498086,0.846922,0.000149,0.000164,0.944493,0.00015,0.000168,-53.954643,0.000185,0.000246,0.441958
scenario_00491,1,3,pipe-3,6e-06,1.1e-05,1.0,0.110552,0.135583,0.573845,0.32152,0.3898,-0.376487,0.333047,0.405916,-0.509351,9.2e-05,0.000113,0.347114,6.6e-05,8e-05,-3556.480957,6.9e-05,8.4e-05,0.0
scenario_00492,1,3,pipe-3,5e-06,9e-06,1.0,0.120004,0.145333,0.638725,0.457756,0.522909,-0.997344,0.515908,0.599983,-1.306971,9.6e-05,0.000117,0.408343,9.3e-05,0.000105,-6.888961,0.000105,0.000122,-23.902521
scenario_00493,1,3,pipe-3,4e-06,9e-06,1.0,0.110813,0.135928,0.623205,0.336878,0.412778,-0.367656,0.30679,0.378086,0.056909,9.2e-05,0.000113,0.41825,7e-05,8.5e-05,0.0,6.3e-05,7.8e-05,-23.162455
scenario_00494,1,3,pipe-3,6e-06,1e-05,1.0,0.09997,0.124429,0.928063,0.384966,0.428562,0.693117,0.464899,0.517275,0.056538,8e-05,9.9e-05,0.855391,7.5e-05,8.4e-05,-1.81819,9.1e-05,0.000101,-10.469942
scenario_00495,1,3,pipe-3,5e-06,1e-05,1.0,0.11058,0.135638,0.591567,0.327832,0.397045,-0.404257,0.325543,0.396882,-0.323508,9.2e-05,0.000113,0.357024,6.8e-05,8.2e-05,-28785.912109,6.7e-05,8.2e-05,-363.268219
scenario_00496,1,3,pipe-3,5e-06,1.4e-05,1.0,0.098854,0.123679,0.976301,0.810161,1.234075,0.824038,0.824339,1.115666,0.432428,7.3e-05,9e-05,0.963842,0.000134,0.00019,0.582294,0.000155,0.000206,-8.026282
scenario_00497,1,3,pipe-3,5e-06,9e-06,1.0,0.110449,0.135468,0.565869,0.331528,0.397649,-0.63092,0.331371,0.401715,-0.541915,9.2e-05,0.000113,0.316331,6.9e-05,8.2e-05,-320.159058,6.9e-05,8.3e-05,0.0
scenario_00498,1,3,pipe-3,1.2e-05,1.9e-05,1.0,0.131471,0.145415,0.948017,0.894789,1.152034,0.088449,1.153962,1.591449,0.764734,0.000103,0.000114,0.899446,0.000167,0.000212,-17.43244,0.000192,0.000245,0.450041
scenario_00500,1,3,pipe-3,9e-06,1.6e-05,1.0,0.206475,0.254296,0.822278,0.336693,0.421347,0.914543,0.930082,1.084401,-0.19256,0.000153,0.000189,0.744323,6.5e-05,8.1e-05,0.464798,0.000177,0.000204,-124.317329
scenario_00501,1,3,pipe-3,1e-05,1.6e-05,1.0,0.212693,0.258897,0.75357,0.383409,0.48821,0.86796,0.936365,1.113752,-0.654495,0.000161,0.000196,0.642111,7e-05,9.4e-05,0.188707,0.00018,0.000212,-46.078239
scenario_00502,1,3,pipe-3,0.002103,0.007234,0.998161,0.191045,0.243424,0.895528,0.694457,0.792055,0.569423,0.801677,0.898265,0.460491,0.000141,0.000181,0.822269,0.000126,0.000149,-0.747599,0.000148,0.000162,-7.370072
scenario_00503,1,3,pipe-3,5e-06,1.2e-05,1.0,0.204805,0.252001,0.546454,0.59535,0.727988,-0.422596,0.607404,0.743349,-0.515664,0.000164,0.000202,0.309752,0.000119,0.000145,-1201.353027,0.000121,0.000148,0.0
scenario_00504,1,3,pipe-3,9e-06,1.2e-05,1.0,0.294957,0.307839,0.930833,1.112523,1.170825,0.542919,1.29307,1.606874,0.800331,0.000224,0.000234,0.856593,0.000201,0.000206,-81.853264,0.000236,0.000272,0.320432
scenario_00505,1,3,pipe-3,7e-06,1.4e-05,1.0,0.20503,0.252291,0.56908,0.597109,0.727459,-0.399363,0.608637,0.743586,-0.470625,0.000164,0.000202,0.356789,0.000119,0.000145,-11533.091797,0.000122,0.000148,0.0
scenario_00506,1,3,pipe-3,5e-06,9e-06,1.0,0.219975,0.268257,0.55546,0.741656,0.86235,-1.413211,0.799808,0.936029,-1.231318,0.00017,0.000207,0.319329,0.000145,0.000168,-19.008783,0.000157,0.000183,-55.543785
scenario_00507,1,3,pipe-3,6e-06,1.2e-05,1.0,0.205299,0.25271,0.596682,0.613197,0.75092,-0.397382,0.583107,0.715615,-0.154424,0.000164,0.000202,0.396695,0.000122,0.00015,0.0,0.000116,0.000142,-79.366867
scenario_00508,1,3,pipe-3,1e-05,2.1e-05,1.0,0.192196,0.237347,0.803639,0.667824,0.739865,0.350404,0.747758,0.842709,-0.465084,0.000148,0.000183,0.616228,0.000127,0.000141,-6.920786,0.000143,0.00016,-27.810398
scenario_00509,1,3,pipe-3,3e-06,8e-06,1.0,0.204807,0.252068,0.57987,0.603887,0.735223,-0.415953,0.6016,0.735075,-0.37351,0.000164,0.000202,0.363872,0.00012,0.000146,-91787.9375,0.00012,0.000146,-1160.854248
scenario_00510,1,3,pipe-3,1.6e-05,2.8e-05,1.0,0.202614,0.253904,0.931915,0.783978,1.107948,0.877889,1.11572,1.452129,0.303657,0.000143,0.000179,0.900039,0.000134,0.000175,0.643735,0.000204,0.000262,-13.584692
scenario_00511,1,3,pipe-3,5e-06,1.5e-05,1.0,0.204535,0.251737,0.565955,0.607207,0.73528,-0.535385,0.607053,0.73949,-0.489082,0.000164,0.000202,0.341975,0.000121,0.000147,-1019.740234,0.000121,0.000148,0.0
scenario_00512,1,3,pipe-3,1.3e-05,1.8e-05,1.0,0.236458,0.267795,0.760445,1.171222,1.319987,-0.535429,1.376262,1.696393,0.693209,0.000181,0.000205,0.545025,0.000219,0.000245,-23.518373,0.000234,0.00027,0.332479
scenario_00513,1,3,pipe-3,3e-06,5e-06,1.0,0.025277,0.027842,0.923486,0.208435,0.243156,-0.427827,0.163657,0.206363,0.250254,2.2e-05,2.4e-05,0.893192,4.3e-05,5e-05,-14058.118164,3.4e-05,4.2e-05,-4.162765
scenario_00514,1,3,pipe-3,0.004824,0.016691,0.924071,0.039845,0.085678,0.925952,0.285056,0.450478,0.815602,0.498615,0.624662,-0.324501,2.8e-05,5.5e-05,0.928007,6.5e-05,9e-05,0.336539,9e-05,0.000104,-31.441563
scenario_00515,1,3,pipe-3,8e-06,9e-06,1.0,0.01917,0.021491,0.991769,0.354161,0.437595,0.79775,0.436131,0.514353,-0.185881,1.6e-05,1.7e-05,0.987297,6.9e-05,8.4e-05,0.339282,8.8e-05,0.000103,-10.048896
scenario_00516,1,3,pipe-3,1.6e-05,2.3e-05,1.0,0.029577,0.040879,0.993651,0.438585,0.50269,0.751052,0.334784,0.400934,0.775925,2.3e-05,3e-05,0.990671,8.6e-05,9.8e-05,0.236268,6.7e-05,7.8e-05,-0.951178
scenario_00517,1,3,pipe-3,2e-06,6e-06,1.0,0.019994,0.024586,0.884998,0.12527,0.152722,-0.105667,0.137321,0.167967,-0.518082,1.7e-05,2.1e-05,0.806142,2.6e-05,3.2e-05,-58.303844,2.9e-05,3.6e-05,0.0
scenario_00518,1,3,pipe-3,9e-06,1.3e-05,1.0,0.110196,0.181208,0.983087,0.665066,0.933478,0.800134,0.848698,1.459236,0.865996,7.8e-05,0.000126,0.972756,0.000111,0.00015,-42.910473,0.000147,0.000236,0.48643
scenario_00519,1,3,pipe-3,0.00055,0.001891,0.987744,0.020432,0.025375,0.901269,0.123218,0.147413,-0.015581,0.129464,0.159148,-0.216766,1.7e-05,2.1e-05,0.857964,2.7e-05,3.2e-05,-554.454651,2.8e-05,3.4e-05,0.0
scenario_00520,1,3,pipe-3,5e-06,1e-05,1.0,0.024146,0.028033,0.968928,0.256782,0.294899,0.263471,0.314935,0.375982,-0.501902,2e-05,2.3e-05,0.941995,5.3e-05,6.1e-05,-1.633287,6.5e-05,7.8e-05,-9.253764
scenario_00521,1,3,pipe-3,2e-06,4e-06,1.0,0.019905,0.024527,0.934543,0.142153,0.175726,-0.078427,0.112063,0.144191,0.557705,1.7e-05,2.1e-05,0.896878,3e-05,3.7e-05,0.0,2.4e-05,3e-05,-2.685425
scenario_00522,1,3,pipe-3,1.1e-05,2.1e-05,1.0,0.027335,0.037276,0.993232,0.247349,0.266745,0.865363,0.280587,0.319318,0.580421,2.3e-05,3.1e-05,0.986211,4.9e-05,5.3e-05,-0.1155,5.5e-05,6.3e-05,-3.488107
scenario_00523,1,3,pipe-3,1e-06,2e-06,1.0,0.019787,0.024423,0.918264,0.133426,0.159499,-0.144166,0.131139,0.15953,0.012274,1.7e-05,2.1e-05,0.865049,2.8e-05,3.4e-05,-4830.931152,2.8e-05,3.4e-05,-60.230618
scenario_00524,1,3,pipe-3,1.2e-05,2.1e-05,1.0,0.017041,0.022064,0.998977,0.827503,1.381896,0.756408,0.659417,0.895781,0.541218,1.3e-05,1.7e-05,0.998388,0.000134,0.000213,0.472596,0.000126,0.000168,-5.000817
scenario_00526,1,3,pipe-3,1.7e-05,2.4e-05,1.0,0.040121,0.063665,0.992278,0.737976,1.083647,0.333085,1.011475,1.557355,0.793975,3e-05,4.6e-05,0.988038,0.000138,0.000198,-15.047743,0.000164,0.000236,0.489352
scenario_00525,1,3,pipe-3,1e-06,3e-06,1.0,0.019953,0.024581,0.902712,0.137255,0.160624,-0.598362,0.1371,0.16426,-0.422858,1.7e-05,2.1e-05,0.839951,2.9e-05,3.4e-05,-53.68819,2.9e-05,3.5e-05,0.0
scenario_00527,1,3,pipe-3,4e-06,6e-06,1.0,0.057665,0.06649,0.840458,0.399793,0.444094,-1.125052,0.355015,0.392706,-0.240932,4.8e-05,5.5e-05,0.777122,8.2e-05,9.1e-05,-46898.070312,7.2e-05,8e-05,-17.948952
scenario_00528,1,3,pipe-3,8e-06,1.2e-05,1.0,0.045468,0.058315,0.981454,0.2585,0.36525,0.911522,0.634013,0.729342,0.056597,3.5e-05,4.5e-05,0.972951,5e-05,7e-05,0.594694,0.000125,0.000141,-59.26392
